audio_file|text
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/1624/168623/1624_168623_000024_000000.wav|What takes place within these souls when they have but just quitted God, find themselves thus, at the very dawn of life, very small and in the midst of men all naked!
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/426/122821/426_122821_000011_000001.wav|I couldn't get the older ones to do so, but the third class answered quite freely.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/1246/135815/1246_135815_000017_000004.wav|There were one or two other little rooms, and there were two branch tunnels leading up to the surface of the ground, making side or back doorways.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/7226/86964/7226_86964_000010_000001.wav|Here, the high banks had receded, with several miles of heavily wooded, boggy bottoms intervening.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/8324/286682/8324_286682_000004_000003.wav|When they hunted on land, they could tell by smelling just which way to go for their food.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/2893/139322/2893_139322_000017_000002.wav|Here was the smell of tanning, and here the reek of a brewery, and here unprecedented reeks.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/5514/19193/5514_19193_000018_000002.wav|The four cannons echoed each other mournfully.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/1578/140045/1578_140045_000037_000001.wav|"""I don't see what makes you do it."
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/4214/7146/4214_7146_000056_000000.wav|Marilla had changed her mind about it being all right by the time she got back from Orchard Slope.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/3982/178459/3982_178459_000013_000002.wav|"""I can be glad of one thing, though it's selfish."
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/2007/132570/2007_132570_000043_000004.wav|This night--this very night'--
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/8975/270782/8975_270782_000004_000001.wav|I trust this will be true, but this work has not, up to the present time, been undertaken.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/4830/25904/4830_25904_000013_000001.wav|I rather like snakes, since I had a tame green one, who lived under the door-step, and would come out and play with me on sunny days.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/311/124404/311_124404_000003_000000.wav|From the description of inanimate bodies and plants, I passed to animals, and particularly to man.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/2952/408/2952_408_000010_000007.wav|Then it went away, as mysteriously as it had come.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/5049/25947/5049_25947_000018_000006.wav|"When we gathered up the corners of his blanket and lifted him, he tried to sit upright, and cried out, ""You're taking me to the front, aren't you?"
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/8425/292520/8425_292520_000034_000000.wav|A silver web has the moon spun, A silver web upon all the sky, Where the frail stars quiver, every one Like tangled gnats that hum and die.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/6454/107462/6454_107462_000008_000003.wav|It was the plan which made him ultimately describe himself as a humorist.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/4813/248638/4813_248638_000006_000004.wav|But modern Milton is something more than this, as old Milton was something more than this.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/2002/139469/2002_139469_000005_000002.wav|The clouds become thin; an arch is formed for ever rising upwards, till, the universal cope being unveiled, the sun pours forth its rays, re-animated and fed by the breeze.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/1081/128618/1081_128618_000024_000003.wav|Cook together four tablespoonfuls of butter and two of flour.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/8465/246942/8465_246942_000004_000006.wav|Strange it is and true that in publicity itself lies some relief from the gnawing of the worm--as if even a cursing humanity were a barrier of protection between the torn soul and its crime.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/2092/145706/2092_145706_000046_000000.wav|The eldest answered quickly, 'Let him drive all the wolves of the kingdom on to this hill before to-morrow night.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/1963/142393/1963_142393_000018_000000.wav|And they walked on so in silence, while the warm tears fell.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/1737/148989/1737_148989_000020_000002.wav|I must get over this first.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/1455/138263/1455_138263_000052_000001.wav|Barbicane sought to restrain them.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/911/128684/911_128684_000025_000000.wav|Our body itself is the palmary instance of the ambiguous.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/3857/182317/3857_182317_000007_000004.wav|Wiser even than the lion, or the wisest of apes, his wisdom furthermore was benign where theirs was sinister. Consider his dignity, his poise and skill.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/1116/137572/1116_137572_000016_000000.wav|Because it is part of the traditional feminine character to enjoy giving in to the man, this tendency must be scrutinized when it appears.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/8838/298545/8838_298545_000009_000000.wav|"""I am afraid that my duties call me elsewhere, Mr. Montgomery."""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/4397/15678/4397_15678_000002_000003.wav|Their clothing is full of rosin and never wears out.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/730/358/730_358_000001_000005.wav|This was the forest near Ingolstadt; and here I lay by the side of a brook resting from my fatigue, until I felt tormented by hunger and thirst.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/3168/173564/3168_173564_000023_000001.wav|The small lamp in front of the icons was the only light left in the room.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/2910/131096/2910_131096_000017_000000.wav|This reasoning somewhat quieted Psyche for a time, and while the novelty lasted she felt quite happy.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/298/126791/298_126791_000039_000000.wav|"""You now have the fruits of rebellion brought home to you; a brother wounded and a prisoner, and perhaps a victim; your father distressed, his privacy interrupted, and not improbably his estates torn from him, on account of his loyalty to his king."""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/2911/15045/2911_15045_000005_000004.wav|Fear, too, drove, them eastward; for the Iroquois pursued them with an inveterate enmity.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/7780/274562/7780_274562_000006_000003.wav|He comprehended, moreover, the true character, the august aims, the supreme majesty and dignity of the poetic sentiment.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/1867/154075/1867_154075_000039_000000.wav|"""Are you staying long in the East, my friend?"""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/839/130898/839_130898_000042_000000.wav|Would Captain Nemo head up north and beach us on the British Isles? No. Much to my surprise, he went back down south and returned to European seas.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/5390/30096/5390_30096_000058_000000.wav|"""Perhaps so; at an expense that will add to your loss."""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/3526/176653/3526_176653_000071_000000.wav|That very point Hale was debating with himself as he unavailingly cast his minnow into the swift water and slowly wound it in again.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/4014/186183/4014_186183_000038_000000.wav|Still going at maximum speed, and now on a straight line toward the American side, without seeking a further height, the Taube several times wavered, and, a moment later, almost turned over.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/5778/54535/5778_54535_000017_000008.wav|Mr. Ruskin had to pay the costs of the trial, which had mounted up to nineteen hundred dollars.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/2691/156745/2691_156745_000016_000002.wav|Sometimes home was where night overtook us.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/7511/102419/7511_102419_000009_000006.wav|We had our little home and father had his pension, and I was able to get a small school near us.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/5750/100289/5750_100289_000039_000006.wav|Or should we rather do intensive work among our people, looking especially toward their moral and social welfare?
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/5163/18515/5163_18515_000046_000001.wav|"""And don't you ever do that again."" And the hand was withdrawn, and the girl clattered off as fast as she could run in her wooden shoes."
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/4481/17498/4481_17498_000024_000001.wav|"Tell us of them, sir, and we'll prove the Major utterly wrong."""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/8629/261139/8629_261139_000037_000003.wav|Don't stain yours--don't--'
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/6529/62556/6529_62556_000005_000000.wav|"""They have killed him!"" he cried."
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/5104/33406/5104_33406_000021_000000.wav|"""Is it so?"" Eric cried, leaping up."
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/198/209/198_209_000019_000002.wav|Stout, active--looks as young as his son.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/3112/9554/3112_9554_000006_000002.wav|But he never spoke willingly on hunting matters.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/8770/295465/8770_295465_000036_000001.wav|"They have killed my Papa-day!"""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/4195/186236/4195_186236_000028_000001.wav|"Stay at Elmhurst, and you shall always be welcome."""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/2289/152254/2289_152254_000004_000000.wav|Boniface believed this story, and he refused to return to Rome. He also sent a letter to Genseric, inviting him to come to Africa with an army.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/1363/139304/1363_139304_000007_000006.wav|He felt the featureless misery of one who wakes towards the hour of dawn.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/7190/90542/7190_90542_000068_000001.wav|"""We'll use what cover we can."""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/5393/19219/5393_19219_000015_000009.wav|Their unhappiness formed a halo round their happiness. The long agony of their love was terminating in an ascension.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/2159/179154/2159_179154_000019_000003.wav|In doing this, he set his coat on fire, when he trampled it under foot.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/1088/134315/1088_134315_000112_000003.wav|She returned the papers to the drawer, pushed it to and locked it.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/150/126107/150_126107_000033_000000.wav|The princess did not appear to understand him, for she retorted his question:--
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/8108/280354/8108_280354_000003_000003.wav|To the sound of his lyre the Argo had floated down to the sea, and he played so sweetly when they passed the rocks of the Sirens that the dreadful monsters sang their most alluring strains in vain.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/6836/61803/6836_61803_000003_000000.wav|After its second involuntary recess--less prolonged than the first--the Court has once more resumed its functions under the great evergreen oak.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/5703/47198/5703_47198_000063_000001.wav|"""They'll be local men, I have nae doubt."
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/5022/29411/5022_29411_000058_000014.wav|As I turned suddenly, a living breath played on my face.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/332/128985/332_128985_000004_000004.wav|This story, however, I regard with a great deal of doubt; it has been told of Saladin and many other wicked and famous men, but I do not believe it is an easy thing to frighten a child into going to sleep.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/587/41619/587_41619_000028_000001.wav|"""What do you suppose she's up to now?"""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/163/122947/163_122947_000016_000003.wav|But let us not be afraid!
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/8095/274346/8095_274346_000039_000000.wav|The ill humor of the commons, thus wantonly irritated by the court, and finding no gratification in the legal impeachment of Buckingham, sought other objects on which it might exert itself.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/8014/112602/8014_112602_000008_000000.wav|The ancient Irish loved bright colours.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/200/126784/200_126784_000054_000001.wav|"When treason reaches the grade of general officers, Captain Wharton, it behooves the friends of liberty to be vigilant."""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/8609/262281/8609_262281_000020_000000.wav|"""Then why do you wish so much to attend this one?"""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/7794/295948/7794_295948_000010_000007.wav|Yet I would not get this money by violent or unlawful means; I only think of what might be if I had it.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/1183/124566/1183_124566_000049_000000.wav|The Master said, Neglect of the omens, that is all.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/1263/141777/1263_141777_000013_000002.wav|He hoped they did not willingly venture out of the trees where the leaves were their protection.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/4297/13006/4297_13006_000023_000001.wav|But I should have wished to accept him.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/2196/170151/2196_170151_000004_000002.wav|These observations were then carefully collated, systematized and tabulated, and discoveries were made as to the course of ocean currents that otherwise would have been impossible.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/3607/29116/3607_29116_000016_000001.wav|"But you know that I wouldn't touch this bill if it were not for the public good, and for the good of the colored race; much as I am interested in the heirs of this property, and would like to have them succeed."""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/8312/279790/8312_279790_000027_000000.wav|"""I have been wickedly deceived!"" cried the king; ""come, my winged frogs, we will depart immediately."""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/125/121124/125_121124_000028_000003.wav|Do you know, count, that persons of our time of life--not that you belong to the class, you are still a young man,--but as I was saying, persons of our time of life have been very unfortunate this year.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/2989/138035/2989_138035_000052_000001.wav|All then mingled together, forming chains and breaking off again with graceful, unconstrained gaiety; and whenever Love passed in front of the castle he shot his arrows up at it, while Interest broke gilded pellets against it.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/1553/140048/1553_140048_000032_000001.wav|"""I can see that they ought to have it if they want it, and especially if you want them to have it."
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/1447/17506/1447_17506_000032_000002.wav|The name of Ferralti was no place in the record.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/7367/86737/7367_86737_000121_000002.wav|These exploits had gained Luigi considerable reputation.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/5463/39174/5463_39174_000007_000000.wav|"""Oh, yes; there is nothing here but this young gentleman's library,"" said Lucy, moving a pile of ragged, coverless books on to the table. ""I hope he'll forgive me for moving them."""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/201/122255/201_122255_000025_000001.wav|"""Big words ne'er killed so much as a mouse. Who art thou that talkest so freely of cracking the head of Arthur a Bland?"
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/6476/57446/6476_57446_000004_000000.wav|Genzaburo thought this rather strange; but, looking at the man attentively, recognized him as a retainer whom he had had in his employ the year before, and said--
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/7148/82991/7148_82991_000036_000000.wav|Awed by Mark's determined manner, the bystanders kept aloof.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/254/27760/254_27760_000022_000000.wav|Vanka folded his sheet of paper in four, and put it into an envelope purchased the night before for a kopek.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/2518/154826/2518_154826_000031_000003.wav|Then from the bottom of this shaft there spread out narrow passages or tunnels, mostly six feet high, but sometimes only three or four, and in these the marble is dug.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/5789/57195/5789_57195_000008_000002.wav|She was not excellent herself at the writing of letters, and therefore she got Dolly to be the scribe.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/4406/16883/4406_16883_000005_000000.wav|But instead of going either to Albany or homeward, we must go five miles up the river, and then go over it.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/32/21631/32_21631_000016_000001.wav|"An enjoyable time was had by all--except the pig."""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/4859/26870/4859_26870_000021_000000.wav|"""What?"" asked Countess Mary, surprised."
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/1743/142913/1743_142913_000034_000000.wav|Jenny Wren's eyes twinkled, and she laughed softly.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/446/123501/446_123501_000018_000001.wav|How can earthly words describe it!
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/831/130746/831_130746_000071_000002.wav|The mute emotion of his face affected her strangely. She had to speak.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/909/131045/909_131045_000011_000000.wav|Another ill effect of the exclusion would be the temptation to sordid views, to peculation, and, in some instances, to usurpation.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/4853/29413/4853_29413_000015_000001.wav|"If I hadn't kept my temper, I might have killed him."""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/26/495/26_495_000039_000000.wav|Till this week the city continued free, there having never any died, except that one Frenchman whom I mentioned before, within the whole ninety-seven parishes.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/6209/34601/6209_34601_000104_000003.wav|He replaced the pot on the stove, took the phial, uncorked it, poured into it all the milk that remained, which was just sufficient to fill it, replaced the sponge and the linen rag over it, and tied it round the neck of the bottle.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/302/123523/302_123523_000002_000000.wav|As the great gate where I stood swung open my fifty Tharks, headed by Tars Tarkas himself, rode in upon their mighty thoats.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/669/129061/669_129061_000020_000000.wav|"""I will, upon my honour,"" the Baronet said."
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/5867/48852/5867_48852_000085_000000.wav|It was not only of his late disappointment that he was thinking, but of his whole past life.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/7278/91083/7278_91083_000023_000000.wav|"One could linger here for days, but we must see the lovely country-seat called ""Wootton,"" some distance out from the city."
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/211/122442/211_122442_000082_000000.wav|"""She gave it to me herself."""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/229/130880/229_130880_000014_000000.wav|"""Yet it strikes me that diving suits like yours could perform yeoman service in such work."""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/5561/41615/5561_41615_000064_000001.wav|"""Your silence indicates that you are still insubordinate."
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/7059/88364/7059_88364_000011_000001.wav|Both have a genius for gardens and dancing and carnival.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/625/132112/625_132112_000004_000009.wav|"If you don't look up you can't get up,'"" remarks Jackson, philosophically. And he's gotten up."
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/226/122538/226_122538_000022_000003.wav|Coffee at a moment's notice should fetch a fancy price.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/3235/11599/3235_11599_000013_000001.wav|Perhaps the easiest way out of the difficulty is to admit that both may be true--but in different compositions.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/89/219/89_219_000000_000003.wav|This was the only comfort that occurred.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/3983/5331/3983_5331_000041_000004.wav|Can you devise any plan?
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/2416/152139/2416_152139_000066_000003.wav|You were even generous in the amount you deprived yourself of out of the hundred thousand dollars--for less would have been enough.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/8419/293469/8419_293469_000009_000003.wav|I got close up to them both, and saw strange, big creatures going in and out of the red thing--the barn, as I afterward found it was called.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/5322/7680/5322_7680_000039_000000.wav|'I am a cadet, but have been recommended for a commission.'
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/7635/105409/7635_105409_000004_000001.wav|She felt, more than she heard, the men on the watch preparing for the fight.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/4160/14187/4160_14187_000047_000003.wav|You remember I said that four hypotheses were possible: that the robbery was committed either by Reuben, by Walter, by John Hornby, or by some other person.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/8088/284756/8088_284756_000016_000001.wav|Before I could leap from the car, the broad front door, with its rounded top and circular, grilled window, was flung wide, and Mercer came running to meet me.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/4018/103416/4018_103416_000009_000001.wav|The Hayden house was a general rendezvous.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/3947/13262/3947_13262_000019_000000.wav|Rollin was relieved when Rachel spoke.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/1502/122619/1502_122619_000015_000000.wav|"""It is so; but they are now bright and dull; for the Yengeese are dead, and the Delawares are our neighbors."""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/7113/86041/7113_86041_000005_000000.wav|At last, when they were quite weary, the princess cried out suddenly that nothing would content her but to bathe in the marble pool, which certainly did look very inviting; and they all went gaily to this new amusement.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/405/130895/405_130895_000035_000001.wav|This forecast fair weather. And so it proved.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/7402/59171/7402_59171_000020_000004.wav|He has brought them all into a Palace of Truth, where they have revealed themselves with an unaccustomed and startling frankness.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/696/93314/696_93314_000044_000001.wav|He saw how the light of life that his lying lips had blown out was not to be rekindled by his or any man's breath.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/7264/92314/7264_92314_000007_000000.wav|Is not everything which the regime desires to be suppressed, suppressed?
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/39/121916/39_121916_000015_000005.wav|Ours are all apple-tarts.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/7078/271888/7078_271888_000118_000001.wav|It was evident that he meant to secure it at any cost, therefore the price was soon arranged; and before we had been there half an hour, my companion had a cheque for four figures in his pocket.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/40/121026/40_121026_000060_000001.wav|"And what was this man's name?"""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/3807/4923/3807_4923_000028_000002.wav|"What do they mean to do next?"""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/7067/76048/7067_76048_000067_000000.wav|Her eyes went back to the long, low, undulating skyline of the downs. She spoke as though she took up the thread of some controversy that had played a large part in her life.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/1841/159771/1841_159771_000014_000002.wav|"But no Meadow Mouse will ever venture out of doors if you're going to whistle."""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/5192/19396/5192_19396_000026_000000.wav|--The duce take it! said my uncle Toby.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/5339/14134/5339_14134_000092_000002.wav|Not a sound heard. 'Sylvie!' (a little louder, and less hoarsely spoken).
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/3240/131232/3240_131232_000079_000001.wav|We'll be persecuted for it.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/2391/145015/2391_145015_000038_000000.wav|As an illustration of the purposes which a patten was intended to serve, I add the following epigram, written by Jane Austen's uncle, Mr. Leigh Perrot, on reading in a newspaper the marriage of Captain Foote to Miss Patten:--
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/6848/252322/6848_252322_000044_000000.wav|"""What could I do, sir?"" was the answer; ""it was this fellow or nothing."""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/8630/305213/8630_305213_000009_000002.wav|The custom was abolished not long after on account of the abuses which had arisen, but Monica observed it to the end.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/5808/54425/5808_54425_000010_000003.wav|He went back to the work he had neglected, drank moderately, and acted in most things as a sound, sensible being.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/2843/152918/2843_152918_000027_000002.wav|Some were sharp, but most were long and rounded.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/60/121082/60_121082_000015_000001.wav|"""Let me at least reach a shady spot,"" said Andrea."
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/8747/293952/8747_293952_000022_000000.wav|"""It is just as well he did die, though."""
